Card ID,Card Name,1st Edition?,Card Set,Rarity,Quantity,Est. Max Price Per Card
DCR-044,Different Dimension Gate,Y,Dark Crisis,Rare,2,
DCR-045,Final Attack Orders,Y,Dark Crisis,Common,11,
DCR-046,Staunch Defender,Y,Dark Crisis,Common,11,
DCR-047,Ojama Trio,Y,Dark Crisis,Common,3,
DCR-048,Arsenal Robber,Y,Dark Crisis,Common,10,
DCR-049,Skill Drain,Y,Dark Crisis,Rare,3,
DCR-050,Really Eternal Rest,Y,Dark Crisis,Common,9,
DCR-051,Kaiser Glider,Y,Dark Crisis,Ultra Rare,1,
DCR-052,Interdimensional Matter Transporter,Y,Dark Crisis,Ultra Rare,1,
DCR-053,Cost Down,Y,Dark Crisis,Ultra Rare,1,
DCR-054,Gagagigo,Y,Dark Crisis,Common,8,
DCR-055,D. D. Trainer,Y,Dark Crisis,Common,9,
DCR-056,Ojama Green,Y,Dark Crisis,Common,9,
DCR-057,Archfiend Soldier,Y,Dark Crisis,Rare,3,
DCR-058,Pandemonium Watchbear,Y,Dark Crisis,Common,8,
DCR-059,Sasuke Samurai #2,Y,Dark Crisis,Common,10,
DCR-060,Dark Scorpion - Gorg the Strong,Y,Dark Crisis,Common,9,
DCR-061,Dark Scorpion - Meanae the Thorn,Y,Dark Crisis,Common,9,
DCR-062,Outstanding Dog Marron,Y,Dark Crisis,Common,3,
DCR-063,Great Maju Garzett,Y,Dark Crisis,Rare,2,
DCR-064,Iron Blacksmith Kotetsu,Y,Dark Crisis,Common,9,
DCR-065,Goblin of Greed,Y,Dark Crisis,Common,10,
DCR-066,Mefist the Infernal General,Y,Dark Crisis,Rare,4,
DCR-067,Vilepawn Archfiend,Y,Dark Crisis,Common,9,
DCR-068,Shadowknight Archfiend,Y,Dark Crisis,Common,9,
DCR-069,Darkbishop Archfiend,Y,Dark Crisis,Rare,2,
DCR-070,Desbrook Archfiend,Y,Dark Crisis,Common,12,
DCR-071,Infernalqueen Archfiend,Y,Dark Crisis,Rare,1,
DCR-072,Terrorking Archfiend,Y,Dark Crisis,Super Rare,1,
DCR-073,Skull Archfiend of Lightning,Y,Dark Crisis,Ultra Rare,1,
DCR-074,Metallizing Parasite - Lunatite,Y,Dark Crisis,Rare,1,
DCR-075,Tsukuyomi,Y,Dark Crisis,Rare,3,
DCR-076,Mudora,Y,Dark Crisis,Super Rare,1,
DCR-077,Keldo,Y,Dark Crisis,Common,9,
DCR-078,Kelbek,Y,Dark Crisis,Common,9,
DCR-079,Zolga,Y,Dark Crisis,Common,12,
DCR-080,Agido,Y,Dark Crisis,Common,11,
DCR-081,Legendary Flame Lord,Y,Dark Crisis,Rare,4,
DCR-082,Dark Master - Zorc,Y,Dark Crisis,Super Rare,2,
DCR-083,Spell Reproduction,Y,Dark Crisis,Common,9,
DCR-084,Dragged Down into the Grave,Y,Dark Crisis,Common,9,
DCR-085,Incandescent Ordeal,Y,Dark Crisis,Common,2,
DCR-086,Contract with the Abyss,Y,Dark Crisis,Rare,3,
DCR-088,Falling Down,Y,Dark Crisis,Common,4,
DCR-089,Checkmate,Y,Dark Crisis,Common,11,
DCR-090,Cestus of Dagla,Y,Dark Crisis,Common,8,
DCR-091,Final Countdown,Y,Dark Crisis,Common,2,
DCR-092,Archfiend's Oath,Y,Dark Crisis,Common,10,
DCR-093,Mustering of the Dark Scorpions,Y,Dark Crisis,Common,10,
DCR-094,Pandemonium,Y,Dark Crisis,Common,3,
DCR-095,Altar for Tribute,Y,Dark Crisis,Common,10,
DCR-096,Frozen Soul,Y,Dark Crisis,Common,11,
DCR-097,Battle-Scarred,Y,Dark Crisis,Common,10,
DCR-098,Dark Scorpion Combination,Y,Dark Crisis,Rare,4,
DCR-099,Archfiend's Roar,Y,Dark Crisis,Common,11,
DCR-100,Dice Re-Roll,Y,Dark Crisis,Common,2,
DCR-102,Sakuretsu Armor,Y,Dark Crisis,Common,8,
DCR-103,Ray of Hope,Y,Dark Crisis,Common,8,
DCR-104,Blast Held by a Tribute,Y,Dark Crisis,Ultra Rare,1,
DCR-105,Judgement of Anubis,Y,Dark Crisis,Secret Rare,1,
DP1-EN001,Elemental Hero Avian,Y,Deulist Pack 1: Jaden Yuki,Common,2,
DP1-EN002,Elemental Hero Burstinatrix,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN003,Elemental Hero Clayman,Y,Deulist Pack 1: Jaden Yuki,Common,2,
DP1-EN004,Elemental Hero Sparkman,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN005,Winged Kuriboh,Y,Deulist Pack 1: Jaden Yuki,Rare,2,
DP1-EN006,,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN007,Wroughtweiler,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN008,Dark Catapulter,Y,Deulist Pack 1: Jaden Yuki,Common,3,
DP1-EN009,Elemental Hero Bubbleman,Y,Deulist Pack 1: Jaden Yuki,Common,2,
DP1-EN010,Elemental Hero Flame Wingman,Y,Deulist Pack 1: Jaden Yuki,Super Rare,1,
DP1-EN011,Elemental Hero Thunder Giant,Y,Deulist Pack 1: Jaden Yuki,Rare,2,
DP1-EN013,Elemental Hero Steam Healer,Y,Deulist Pack 1: Jaden Yuki,Ultra Rare,1,
DP1-EN014,Polymerization,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN015,Fusion Sage,Y,Deulist Pack 1: Jaden Yuki,Common,3,
DP1-EN016,The Warrior Returning Alive,Y,Deulist Pack 1: Jaden Yuki,Common,2,
DP1-EN017,Feather Shot,Y,Deulist Pack 1: Jaden Yuki,Common,2,
DP1-EN018,Transcendent Wings,Y,Deulist Pack 1: Jaden Yuki,Common,5,
DP1-EN019,Bubble Shuffle,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN020,Spark Blaster,Y,Deulist Pack 1: Jaden Yuki,Common,3,
DP1-EN021,Skyscraper,Y,Deulist Pack 1: Jaden Yuki,Rare,1,
DP1-EN023,Bubble Blaster,Y,Deulist Pack 1: Jaden Yuki,Super Rare,1,
DP1-EN025,A Hero Emerges,Y,Deulist Pack 1: Jaden Yuki,Common,2,
DP1-EN026,Draining Shield,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN027,Negate Attack,Y,Deulist Pack 1: Jaden Yuki,Rare,2,
DP1-EN028,,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN029,,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP1-EN030,,Y,Deulist Pack 1: Jaden Yuki,Common,1,
DP2-EN001,V-Tiger Jet,Y,Deulist Pack: Chazz Princeton,Common,3,
DP2-EN002,Ojama Green,Y,Deulist Pack: Chazz Princeton,Common,3,
DP2-EN003,Ojama Yellow,Y,Deulist Pack: Chazz Princeton,Common,3,
DP2-EN004,Ojama Black,Y,Deulist Pack: Chazz Princeton,Common,4,
DP2-EN005,X-Head Cannon,Y,Deulist Pack: Chazz Princeton,Common,1,
DP2-EN006,Y-Dragon Head,Y,Deulist Pack: Chazz Princeton,Common,6,
DP2-EN007,Z-Metal Tank,Y,Deulist Pack: Chazz Princeton,Common,3,
DP2-EN008,W-Wing Catapult,Y,Deulist Pack: Chazz Princeton,Common,3,
DP2-EN009,Infernal Incinerator,Y,Deulist Pack: Chazz Princeton,Rare,3,
DP2-EN010,Armed Dragon LV3,Y,Deulist Pack: Chazz Princeton,Common,1,
DP2-EN011,Armed Dragon LV5,Y,Deulist Pack: Chazz Princeton,Common,1,
DP2-EN012,Armed Dragon LV7,Y,Deulist Pack: Chazz Princeton,Super Rare,2,
DP2-EN013,Armed Dragon LV10,Y,Deulist Pack: Chazz Princeton,Ultra Rare,1,
DP2-EN014,XYZ-Dragon Cannon,Y,Deulist Pack: Chazz Princeton,Rare,2,
DP2-EN015,Ojama King,Y,Deulist Pack: Chazz Princeton,Common,4,
DP2-EN016,VW-Tiger Catapult,Y,Deulist Pack: Chazz Princeton,Rare,1,
DP2-EN017,VWXYZ-Dragon Catapult Cannon,Y,Deulist Pack: Chazz Princeton,Rare,1,
DP2-EN018,Ojama Delta Hurricane!!,Y,Deulist Pack: Chazz Princeton,Common,1,
DP2-EN022,Chthonian Alliance,Y,Deulist Pack: Chazz Princeton,Common,4,
DP2-EN023,Armed Changer,Y,Deulist Pack: Chazz Princeton,Common,2,
DP2-EN024,Magical Mallet,Y,Deulist Pack: Chazz Princeton,Super Rare,1,
DP2-EN027,Ojama Trio,Y,Deulist Pack: Chazz Princeton,Common,2,
DP2-EN028,Chthonian Blast,Y,Deulist Pack: Chazz Princeton,Common,3,
DP2-EN029,Chthonian Polymer,Y,Deulist Pack: Chazz Princeton,Common,2,
EEN-EN001,"Zure, Knight of Dark World",Y,Elemental Energy (English),Common,6,
EEN-EN002,V-Tiger Jet,Y,Elemental Energy (English),Common,9,
EEN-EN003,Blade Skater,Y,Elemental Energy (English),Common,8,
EEN-EN004,Queen's Knight,Y,Elemental Energy (English),Rare,2,
EEN-EN006,King's Knight,Y,Elemental Energy (English),Rare,1,
EEN-EN007,Elemental Hero Bladedge,Y,Elemental Energy (English),Super Rare,2,
EEN-EN008,Elemental Hero Wildheart,Y,Elemental Energy (English),Common,4,
EEN-EN009,Reborn Zombie,Y,Elemental Energy (English),Common,8,
EEN-EN010,Chthonian Soldier,Y,Elemental Energy (English),Rare,1,
EEN-EN011,W-Wing Catapult,Y,Elemental Energy (English),Common,8,
EEN-EN012,Infernal Incinerator,Y,Elemental Energy (English),Common,6,
EEN-EN013,Hydrogeddon,Y,Elemental Energy (English),Common,7,
EEN-EN014,Oxygeddon,Y,Elemental Energy (English),Common,6,
EEN-EN015,,Y,Elemental Energy (English),Common,1,
EEN-EN016,Etoile Cyber,Y,Elemental Energy (English),Common,7,
EEN-EN017,B.E.S. Tetran,Y,Elemental Energy (English),Super Rare,1,
EEN-EN018,Nanobreaker,Y,Elemental Energy (English),Common,8,
EEN-EN019,Rapid-Fire Magician,Y,Elemental Energy (English),Rare,2,
EEN-EN020,"Beiige, Vanguard of Dark World",Y,Elemental Energy (English),Common,7,
EEN-EN021,"Broww, Huntsman of Dark World",Y,Elemental Energy (English),Rare,2,
EEN-EN022,"Brron, Mad King of Dard World",Y,Elemental Energy (English),Rare,2,
EEN-EN023,"Sillva, Warlord of Dark World",Y,Elemental Energy (English),Rare,1,
EEN-EN024,"Goldd, Wu-Lord of Dark World",Y,Elemental Energy (English),Super Rare,1,
EEN-EN025,"Scarr, Scout of Dark World",Y,Elemental Energy (English),Common,6,
EEN-EN026,Familiar-Possessed - Aussa,Y,Elemental Energy (English),Common,7,
EEN-EN027,Familiar-Possessed - Eria,Y,Elemental Energy (English),Common,8,
EEN-EN028,Familiar-Possessed - Hiita,Y,Elemental Energy (English),Common,6,
EEN-EN029,Familiar-Possessed - Wynn,Y,Elemental Energy (English),Common,5,
EEN-EN030,VW-Tiger Catapult,Y,Elemental Energy (English),Common,6,
EEN-EN033,Elemental Hero Rampart Blaster,Y,Elemental Energy (English),Ultimate Rare,1,
EEN-EN036,Elemental Hero Shining Flare Wingman,Y,Elemental Energy (English),Ultimate Rare,1,
EEN-EN037,Pot of Avarice,Y,Elemental Energy (English),Super Rare,2,
EEN-EN038,Dark World Lightning,Y,Elemental Energy (English),Common,9,
EEN-EN039,Level Modulation,Y,Elemental Energy (English),Common,6,
EEN-EN040,Ojamagic,Y,Elemental Energy (English),Common,10,
EEN-EN041,Ojamuscle,Y,Elemental Energy (English),Common,8,
EEN-EN042,Feather Shot,Y,Elemental Energy (English),Rare,3,
EEN-EN043,Bonding - H2O,Y,Elemental Energy (English),Common,7,
EEN-EN044,Chthonian Alliance,Y,Elemental Energy (English),Rare,4,
EEN-EN045,Armed Changer,Y,Elemental Energy (English),Rare,1,
EEN-EN046,Branch!,Y,Elemental Energy (English),Common,9,
EEN-EN047,Boss Rush,Y,Elemental Energy (English),Common,7,
EEN-EN048,Gateway to Dark World,Y,Elemental Energy (English),Common,8,
EEN-EN049,Hero Barrier,Y,Elemental Energy (English),Rare,1,
EEN-EN050,Chthonian Blast,Y,Elemental Energy (English),Rare,2,
EEN-EN051,The Forces of Darkness,Y,Elemental Energy (English),Common,8,
EEN-EN052,Dark Deal,Y,Elemental Energy (English),Common,7,
EEN-EN053,Simultaneous Loss,Y,Elemental Energy (English),Common,8,
EEN-EN054,Weed Out,Y,Elemental Energy (English),Common,9,
EEN-EN055,The League of Uniform Nomenclature,Y,Elemental Energy (English),Common,8,
EEN-EN056,Roll Out!,Y,Elemental Energy (English),Common,7,
EEN-EN057,Chthonian Polymer,Y,Elemental Energy (English),Common,8,
EEN-EN058,Feather Wind,Y,Elemental Energy (English),Common,6,
EEN-EN059,Non-Fusion Area,Y,Elemental Energy (English),Common,6,
EEN-EN060,Level Limit - Area A,Y,Elemental Energy (English),Rare,1,
EOJ-EN002,Destiny Hero - Captain Tenacious,Y,Enemy of Justice (English),Common,2,
EOJ-EN012,Swift Birdman Joe,Y,Enemy of Justice (English),Common,1,
EOJ-EN013,Harpie's Pet Baby Dragon,Y,Enemy of Justice (English),Rare,1,
EOJ-EN027,Ragin Eria,Y,Enemy of Justice (English),Common,1,
EOJ-EN030,Batteryman D,Y,Enemy of Justice (English),Common,1,
EOJ-EN034,Elemental Hero Mariner,Y,Enemy of Justice (English),Common,1,
EOJ-EN036,Elemental Hero Necroid Shaman,Y,Enemy of Justice (English),Common,1,
EOJ-EN038,H - Heated Heart,Y,Enemy of Justice (English),Common,1,
EOJ-EN039,E - Emergency Call,Y,Enemy of Justice (English),Common,1,
EOJ-EN044,Celestial Transformation,Y,Enemy of Justice (English),Common,1,
EOJ-EN046,Grand Convergence,Y,Enemy of Justice (English),Common,1,
EOJ-EN047,Dimensional Fissure,Y,Enemy of Justice (English),Common,2,
EOJ-EN050,Elemental Recharge,Y,Enemy of Justice (English),Common,1,
EOJ-EN051,Destruction of Destiny,Y,Enemy of Justice (English),Rare,1,
EOJ-EN052,Destiny Signal,Y,Enemy of Justice (English),Common,1,
EOJ-EN054,D - Shield,Y,Enemy of Justice (English),Common,1,
FET-EN001,Space Mambo,Y,Flaming Eternity (English),Common,4,
FET-EN002,Divine Dragon Ragnarok,Y,Flaming Eternity (English),Common,4,
FET-EN003,Chu-Ske the Mouse Fighter,Y,Flaming Eternity (English),Common,1,
FET-EN004,Insect Knight,Y,Flaming Eternity (English),Common,5,
FET-EN006,Hand of Nephthys,Y,Flaming Eternity (English),Common,4,
FET-EN009,Granmarg the Rock Monarch,Y,Flaming Eternity (English),Super Rare,1,
FET-EN010,Element Valkyrie,Y,Flaming Eternity (English),Common,5,
FET-EN011,Element Doom,Y,Flaming Eternity (English),Common,3,
FET-EN012,Maji-Gire Panda,Y,Flaming Eternity (English),Common,4,
FET-EN013,Catnipped Kitty,Y,Flaming Eternity (English),Common,3,
FET-EN015,Big-Tusked Mammoth,Y,Flaming Eternity (English),Rare,2,
FET-EN016,Kangaroo Champ,Y,Flaming Eternity (English),Common,4,
FET-EN017,Hyena,Y,Flaming Eternity (English),Common,4,
FET-EN018,Blade Rabbit,Y,Flaming Eternity (English),Common,3,
FET-EN019,Mecha-Dog Marron,Y,Flaming Eternity (English),Common,4,
FET-EN023,Armed Samurai - Ben Kei,Y,Flaming Eternity (English),Common,4,
FET-EN024,Shadowslayer,Y,Flaming Eternity (English),Rare,1,
FET-EN025,Golem Sentry,Y,Flaming Eternity (English),Common,5,
FET-EN026,Abare Ushioni,Y,Flaming Eternity (English),Common,7,
FET-EN027,The Light - Hex-Sealed Fusion,Y,Flaming Eternity (English),Common,4,
FET-EN028,The Dark - Hex-Sealed Fusion,Y,Flaming Eternity (English),Common,6,
FET-EN029,The Earth - Hex-Sealed Fusion,Y,Flaming Eternity (English),Common,4,
FET-EN030,Whirlwind Prodigy,Y,Flaming Eternity (English),Common,3,
FET-EN031,Flame Ruler,Y,Flaming Eternity (English),Common,3,
FET-EN032,Firebird,Y,Flaming Eternity (English),Common,3,
FET-EN033,Rescue Cat,Y,Flaming Eternity (English),Common,4,
FET-EN034,Brain Jacker,Y,Flaming Eternity (English),Rare,1,
FET-EN038,Poison Fangs,Y,Flaming Eternity (English),Common,3,
FET-EN039,Spell Absorption,Y,Flaming Eternity (English),Rare,1,
FET-EN040,Lightning Vortex,Y,Flaming Eternity (English),Super Rare,2,
FET-EN041,Meteor of Destruction,Y,Flaming Eternity (English),Rare,1,
FET-EN042,Swords of Concealing Light,Y,Flaming Eternity (English),Rare,1,
FET-EN044,Release Restraint,Y,Flaming Eternity (English),Common,3,
FET-EN045,Centrifugal Field,Y,Flaming Eternity (English),Common,1,
FET-EN046,Fulfillment of the Contract,Y,Flaming Eternity (English),Common,6,
FET-EN047,Re-Fusion,Y,Flaming Eternity (English),Common,4,
FET-EN048,The Big March of Animals,Y,Flaming Eternity (English),Common,3,
FET-EN049,Cross Counter,Y,Flaming Eternity (English),Rare,1,
FET-EN050,Pole Position,Y,Flaming Eternity (English),Common,4,
FET-EN051,Penalty Game!,Y,Flaming Eternity (English),Rare,2,
FET-EN052,Threatening Roar,Y,Flaming Eternity (English),Common,4,
FET-EN053,Phoenix Wing Wind Blast,Y,Flaming Eternity (English),Rare,2,
FET-EN054,Good Goblin Housekeeping,Y,Flaming Eternity (English),Common,5,
FET-EN055,Beast Soul Swap,Y,Flaming Eternity (English),Common,5,
FET-EN057,D.D. Dynamite,Y,Flaming Eternity (English),Common,3,
FET-EN058,,Y,Flaming Eternity (English),Common,1,
FET-EN059,Elemental Burst,Y,Flaming Eternity (English),Common,3,
FET-EN060,Forced Ceasefire,Y,Flaming Eternity (English),Rare,1,
IOC-001,Ojama Yellow,Y,Invasion of Chaos,Common,4,
IOC-002,Ojama Black,Y,Invasion of Chaos,Common,4,
IOC-003,Soul Tiger,Y,Invasion of Chaos,Common,5,
IOC-004,Big Koala,Y,Invasion of Chaos,Common,2,
IOC-005,Des Kangaroo,Y,Invasion of Chaos,Common,4,
IOC-006,Crimson Ninja,Y,Invasion of Chaos,Common,5,
IOC-008,Gale Lizard,Y,Invasion of Chaos,Common,5,
IOC-010,Chopman the Desperate Outlaw,Y,Invasion of Chaos,Common,4,
IOC-011,Sasuke Samurai #3,Y,Invasion of Chaos,Rare,1,
IOC-013,Berserk Gorilla,Y,Invasion of Chaos,Rare,1,
IOC-015,Coach Goblin,Y,Invasion of Chaos,Common,3,
IOC-016,Witch Doctor of Chaos,Y,Invasion of Chaos,Common,2,
IOC-017,Chaos Necromancer,Y,Invasion of Chaos,Common,1,
IOC-018,Chaosrider Gustaph,Y,Invasion of Chaos,Super Rare,1,
IOC-019,Inferno,Y,Invasion of Chaos,Common,4,
IOC-020,Fenrir,Y,Invasion of Chaos,Common,5,
IOC-021,Gigantes,Y,Invasion of Chaos,Common,4,
IOC-022,Silpheed,Y,Invasion of Chaos,Common,4,
IOC-023,Chaos Sorcerer,Y,Invasion of Chaos,Common,3,
IOC-024,Green Maju Da Eiza,Y,Invasion of Chaos,Common,3,
IOC-025,Black Luster Soldier - Envoy of the Beginning,Y,Invasion of Chaos,Ultra Rare,1,
IOC-026,Drillago,Y,Invasion of Chaos,Rare,2,
IOC-027,Lekunga,Y,Invasion of Chaos,Rare,2,
IOC-028,Lord Poison,Y,Invasion of Chaos,Common,1,
IOC-029,Bowganian,Y,Invasion of Chaos,Common,3,
IOC-030,Granadora,Y,Invasion of Chaos,Common,1,
IOC-031,Fuhma Shuriken,Y,Invasion of Chaos,Rare,1,
IOC-032,Heart of the Underdog,Y,Invasion of Chaos,Common,1,
IOC-034,Ojama Delta Hurricane!!,Y,Invasion of Chaos,Common,1,
IOC-036,Chaos End,Y,Invasion of Chaos,Common,2,
IOC-037,Yellow Luster Shield,Y,Invasion of Chaos,Common,4,
IOC-038,Chaos Greed,Y,Invasion of Chaos,Common,4,
IOC-039,D. D. Designator,Y,Invasion of Chaos,Super Rare,1,
IOC-040,D. D. Borderline,Y,Invasion of Chaos,Common,4,
IOC-041,Recycle,Y,Invasion of Chaos,Common,5,
IOC-042,Primal Seed,Y,Invasion of Chaos,Common,5,
IOC-044,Dimension Distortion,Y,Invasion of Chaos,Common,1,
IOC-045,Reload,Y,Invasion of Chaos,Super Rare,1,
IOC-046,Soul Absorption,Y,Invasion of Chaos,Common,4,
IOC-048,Blasting the Ruins,Y,Invasion of Chaos,Common,4,
IOC-049,Cursed Seal of the Forbidden Spell,Y,Invasion of Chaos,Common,3,
IOC-050,Tower of Babel,Y,Invasion of Chaos,Common,5,
IOC-051,Spatial Collapse,Y,Invasion of Chaos,Common,4,
IOC-052,Chain Disappearance,Y,Invasion of Chaos,Rare,1,
IOC-053,Zero Gravity,Y,Invasion of Chaos,Common,3,
IOC-055,Energy Drain,Y,Invasion of Chaos,Common,3,
IOC-056,Giga Gagagigo,Y,Invasion of Chaos,Common,2,
IOC-057,Mad Dog of Darkness,Y,Invasion of Chaos,Rare,1,
IOC-058,Neo Bug,Y,Invasion of Chaos,Common,3,
IOC-059,Sea Serpent Warrior of Darkness,Y,Invasion of Chaos,Common,3,
IOC-060,Terrorking Salmon,Y,Invasion of Chaos,Common,5,
IOC-061,Blazing Inpachi,Y,Invasion of Chaos,Common,2,
IOC-062,Burning Algae,Y,Invasion of Chaos,Common,4,
IOC-063,The Thing in the Crater,Y,Invasion of Chaos,Common,4,
IOC-064,Molten Zombie,Y,Invasion of Chaos,Common,4,
IOC-066,Gora Turtle of Illusion,Y,Invasion of Chaos,Common,2,
IOC-068,Stealth Bird,Y,Invasion of Chaos,Common,2,
IOC-069,Sacred Crane,Y,Invasion of Chaos,Common,3,
IOC-070,Enraged Battle Ox,Y,Invasion of Chaos,Rare,2,
IOC-072,Ballon Lizard,Y,Invasion of Chaos,Common,5,
IOC-073,Dark Driceratops,Y,Invasion of Chaos,Rare,1,
IOC-074,Hyper Hammerhead,Y,Invasion of Chaos,Common,2,
IOC-076,Anti-Aircraft Flower,Y,Invasion of Chaos,Common,1,
IOC-077,Prickle Fairy,Y,Invasion of Chaos,Common,4,
IOC-079,Skull-Mark Ladybug,Y,Invasion of Chaos,Common,1,
IOC-081,Amphibious Bugroth MK-3,Y,Invasion of Chaos,Common,5,
IOC-082,Torpedo Fish,Y,Invasion of Chaos,Common,1,
IOC-083,Levia-Dragon - Daedalus,Y,Invasion of Chaos,Ultra Rare,1,
IOC-085,Cnnonball Spear Shellfish,Y,Invasion of Chaos,Common,1,
IOC-086,Mataza the Zapper ,Y,Invasion of Chaos,Rare,1,
IOC-088,Manju of the Ten Thousand Hands,Y,Invasion of Chaos,Common,2,
IOC-089,Getsu Fuhma,Y,Invasion of Chaos,Rare,1,
IOC-090,Ryu Kokki,Y,Invasion of Chaos,Common,5,
IOC-091,Gryphon's Feather Duster,Y,Invasion of Chaos,Common,4,
IOC-092,Stray Lambs,Y,Invasion of Chaos,Rare,1,
IOC-096,Salvage,Y,Invasion of Chaos,Common,4,
IOC-097,Ultra Evolution Pill,Y,Invasion of Chaos,Rare,1,
IOC-098,Multiplication of Ants,Y,Invasion of Chaos,Common,4,
IOC-100,Jade Insect Whistle,Y,Invasion of Chaos,Common,2,
IOC-101,Destruction Ring,Y,Invasion of Chaos,Rare,1,
IOC-102,Fiend's Hand Mirror,Y,Invasion of Chaos,Common,5,
IOC-103,Compulsory Evacuation Device,Y,Invasion of Chaos,Rare,1,
IOC-104,A Hero Emerges,Y,Invasion of Chaos,Common,4,
IOC-105,Self-Destruct Button,Y,Invasion of Chaos,Common,2,
IOC-106,Curse of Darkness,Y,Invasion of Chaos,Rare,1,
IOC-107,"Begone, Knave!",Y,Invasion of Chaos,Common,4,
IOC-108,DNA Transplant,Y,Invasion of Chaos,Common,3,
IOC-109,Robbin' Zombie,Y,Invasion of Chaos,Rare,1,
IOC-110,Trap Jammer,Y,Invasion of Chaos,Super Rare,1,
LOB-000,Tri-Horned Dragon,Y,Legend of Blue Eyes White Dragon,Secret Rare,1,$900.00 
LOB-002,Hitotsu-Me Giant,Y,Legend of Blue Eyes White Dragon,Common,1,$82.00 
LOB-004,Skull Servant,Y,Legend of Blue Eyes White Dragon,Common,2,$55.00 
LOB-006,Gaia the Fierce Knight,Y,Legend of Blue Eyes White Dragon,Ultra Rare,1,$600.00 
LOB-008,Basic Insect,Y,Legend of Blue Eyes White Dragon,Common,2,$80.00 
LOB-009,Mammoth Graveyard,Y,Legend of Blue Eyes White Dragon,Common,1,$110.00 
LOB-010,Silver Fang,Y,Legend of Blue Eyes White Dragon,Common,1,$150.00 
LOB-011,Dark Gray,Y,Legend of Blue Eyes White Dragon,Common,1,$110.00 
LOB-012,Trial of Hell,Y,Legend of Blue Eyes White Dragon,Common,2,$146.00 
LOB-013,Nemuriko,Y,Legend of Blue Eyes White Dragon,Common,1,$80.00 
LOB-014,The 13th Grave,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-016,Flame Manipulator,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-017,Monster Egg,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-018,Firegrass,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-019,Darkfire Dragon,Y,Legend of Blue Eyes White Dragon,Rare,1,
LOB-020,Dark King of the Abyss,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-021,Fiend Reflection #2,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-023,Turtle Tiger,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-024,Petit Dragon,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-025,Petit Angel,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-026,Hinotama Soul,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-028,Kagemusha of the Blue Flame,Y,Legend of Blue Eyes White Dragon,Common,3,
LOB-030,Two-Mouth Darkruler,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-031,Dissolverock,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-032,Root Water,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-033,The Furious Sea King,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-034,Green Phantom King,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-035,Ray & Temperature,Y,Legend of Blue Eyes White Dragon,Common,3,
LOB-036,King Fog,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-037,Mystical Sheep #2,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-038,Masaki the Legendary Swordsman,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-039,Kurama,Y,Legend of Blue Eyes White Dragon,Common,5,
LOB-040,Legendary Sword,Y,Legend of Blue Eyes White Dragon,Common,3,
LOB-041,Beast Fangs,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-042,Violet Crystal,Y,Legend of Blue Eyes White Dragon,Common,10,
LOB-043,Book of Secret Arts,Y,Legend of Blue Eyes White Dragon,Common,3,
LOB-044,Power of Kaishin,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-045,Dragon Capture Jar,Y,Legend of Blue Eyes White Dragon,Rare,1,
LOB-046,Forest,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-047,Wasteland,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-048,Mountain,Y,Legend of Blue Eyes White Dragon,Common,4,
LOB-049,Sogen,Y,Legend of Blue Eyes White Dragon,Common,1,
LOB-050,Umi,Y,Legend of Blue Eyes White Dragon,Common,4,
LOB-051,Yami,Y,Legend of Blue Eyes White Dragon,Common,3,
LOB-052,Dark Hole,Y,Legend of Blue Eyes White Dragon,Super Rare,1,
LOB-054,Red Medicine,Y,Legend of Blue Eyes White Dragon,Common,2,
LOB-055,Sparks,Y,Legend of Blue Eyes White Dragon,Common,2,
